rxn	KEGG_rxn_id	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes_model	uniprot_model	kcat	matching_score	catalytic_enzyme	kcat_substrate	kcat_organism	kcat_enzyme	kcat_temperature	kcat_ph	kcat_variant	kcat_db	kcat_id_percent
r_2670		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2671		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2671		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2672		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	C04102;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2672		2.3.1.23	reverse	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	C04102;	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2673		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2673		2.3.1.23	reverse	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	;	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2674		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2674		2.3.1.23	reverse	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	;	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2675		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	C03916;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2675		2.3.1.23	reverse	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	C03916;	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2676		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2676		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2677		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2677		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2678		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2678		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2679		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2679		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2680		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	C04102;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2680		2.3.1.23	reverse	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	C04102;	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2681		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2681		2.3.1.23	reverse	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	;	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2682		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2682		2.3.1.23	reverse	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	;	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2683		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	C03916;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2683		2.3.1.23	reverse	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	C03916;	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2684		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2684		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2685		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2685		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2686		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2686		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2687		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2687		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2688		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	C04102;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2688		2.3.1.23	reverse	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	C04102;	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2689		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2689		2.3.1.23	reverse	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2690		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2690		2.3.1.23	reverse	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	;	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2691		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	C03916;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2691		2.3.1.23	reverse	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	C03916;	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2692		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2692		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2693		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2693		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2694		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2694		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2695		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2695		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2696		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	C04102;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2696		2.3.1.23	reverse	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	C04102;	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2697		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2697		2.3.1.23	reverse	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2698		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2698		2.3.1.23	reverse	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	;	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2699		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	C03916;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2699		2.3.1.23	reverse	1-acylglycerophosphocholine (18:1);cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	C03916;	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2700		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2700		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2701		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2701		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2702		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2702		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2703		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2703		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2704		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	C04102;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2704		2.3.1.23	reverse	1-acylglycerophosphocholine (16:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	C04102;	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2705		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2705		2.3.1.23	reverse	1-acylglycerophosphocholine (16:1);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	;	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2706		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2706		2.3.1.23	reverse	1-acylglycerophosphocholine (18:0);cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	;	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
